Country,Flag Image,features
Afghanistan,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Flag_of_Afghanistan_%282013%E2%80%932021%29.svg/220px-Flag_of_Afghanistan_%282013%E2%80%932021%29.svg.png,"[[ 7.40784705e-02 -3.37209776e-02 -5.18650413e-01  1.83182389e-01
   2.54686619e-03 -2.91859005e-02  2.30758473e-01  8.59171823e-02
   1.46540493e-01  1.44603953e-01  3.67711067e-01  3.10911257e-02
   6.25344276e-01 -4.20619279e-01 -1.26199815e-02  4.80582565e-01
   1.02397919e+00  2.73354836e-02 -1.16079390e-01  1.43615499e-01
  -4.31027822e-02  4.84034270e-02  3.24630201e-01 -5.67085266e-01
  -6.29279837e-02  6.83308601e-01 -6.51175916e-01  3.80340040e-01
  -2.33680114e-01 -4.19835858e-02  3.09543908e-01  2.77462870e-01
  -8.89311358e-02 -1.09791070e-01 -4.51718867e-01  1.12350024e-01
  -3.27676356e-01  1.37798116e-01 -8.43847021e-02  2.64640510e-01
   2.51542091e-01  9.49856564e-02  6.18574396e-02 -1.37832284e-01
   2.04195097e-01  1.29213369e+00  1.72417164e-01  3.94879282e-01
  -1.96815416e-01  1.44971803e-01 -5.94661050e-02  7.26013929e-02
   1.20431788e-01  8.05897359e-03 -2.16890723e-01 -1.69173270e-01
  -1.57249104e-02  9.51031968e-02  4.51963633e-01  1.10621050e-01
   3.71264368e-01 -2.20550939e-01 -6.25008047e-01  3.26217264e-01
  -2.91408151e-01 -1.26183420e-01  3.49574476e-01 -4.58610445e-01
   8.28523710e-02 -7.56245077e-01 -1.28965884e-01 -3.00045937e-01
   1.63302019e-01 -6.53913558e-01 -3.49992424e-01 -2.93978930e-01
  -1.65917113e-01 -2.94019252e-01 -5.28659105e-01  7.55033568e-02
   7.66752884e-02  4.18840677e-01 -2.62809426e-01  1.02853671e-01
   6.92200422e-01  8.81263256e-01 -7.05175579e-01  2.92350873e-02
  -1.53208449e-01 -2.32065544e-01  2.25775540e-01  2.47719675e-01
  -4.51173449e+00  4.28430855e-01  2.74484962e-01  2.77931720e-01
  -2.81997342e-02 -4.49605763e-01 -5.91762066e-01 -2.93644011e-01
   1.86366051e-01  6.65484741e-02  6.39393508e-01  2.92649627e-01
   4.18446243e-01 -5.69195926e-01 -2.00865746e+00  4.63283151e-01
  -5.55221625e-02 -1.51577607e-01 -7.81587124e-01 -3.55141878e-01
  -6.23100474e-02  2.45240271e-01 -2.00895891e-01 -1.33741722e-01
   6.99386954e-01  2.96517998e-01  1.88230023e-01  2.93870956e-01
   1.13616481e-01  2.55754590e-01  2.87788957e-02  7.47559965e-01
   3.27748545e-02  5.65416694e-01 -2.99421921e-02  3.13877076e-01
  -2.51454502e-01 -2.76623517e-01  2.46660411e-01  6.38436854e-01
   6.89790174e-02  7.61947930e-01  1.62655637e-01  1.37874465e-02
   5.10717452e-01 -1.53224602e-01 -9.60046202e-02  2.88651347e-01
  -2.07511839e-02 -7.40030222e-03 -8.47751647e-03 -1.89392477e-01
  -1.22572005e-01 -3.70768934e-01  2.00444475e-01  2.40060657e-01
   1.22164749e-01 -4.65065747e-01 -2.45117441e-01 -1.38845921e-01
  -1.69175267e-01 -1.09435365e-01 -6.19361103e-02 -7.90731311e-01
  -1.55013800e-01  1.67878032e-01 -1.05751649e-01 -2.97211081e-01
  -4.08584923e-01 -2.92088360e-01 -2.49560669e-01  4.92972821e-01
  -7.87435398e-02  2.22086951e-01  9.64290023e-01 -4.09145474e-01
   2.75826424e-01 -3.08486372e-01  4.67463844e-02  1.53916538e-01
  -4.33003763e-03  3.79097797e-02 -1.17142841e-01 -1.99104503e-01
  -5.15838087e-01 -3.25204045e-01  5.81012011e-01 -4.28685099e-01
  -2.24706739e-01  1.61804155e-01  1.91500112e-01 -2.46372193e-01
  -1.23289719e-01  6.97121620e-02  7.57812977e-01 -4.95250672e-01
  -3.36545229e-01 -8.58294368e-02  1.91449374e-01 -3.17300171e-01
  -9.16835591e-02 -1.72459245e-01  6.86723351e-01  1.32923191e-02
   1.13415778e-01  2.39636168e-01 -4.70868587e-01  5.34154512e-02
   1.06007211e-01 -4.67719883e-02  8.40501953e-03 -3.41598615e-02
  -5.00806451e-01  7.46744096e-01 -3.96990031e-02 -1.77664742e-01
   4.76412207e-01 -1.82801194e-03 -2.51622796e-02  4.80492294e-01
   8.49113464e-02  4.28168833e-01 -3.59201729e-01 -3.12457174e-01
   2.11772993e-01  3.59172225e-01  3.80695522e-01 -3.08272123e-01
   3.04097742e-01 -7.69900456e-02  3.24771345e-01  1.76788330e-01
  -2.33336553e-01 -9.07228664e-02 -1.37464181e-01  2.19138101e-01
   3.44831683e-03  7.77631178e-02  9.66752991e-02  4.00246307e-02
   3.58581752e-01 -3.90099525e-01 -4.88691449e-01  5.37522554e-01
  -7.66852051e-02 -2.41976172e-01  1.00353584e-01 -5.09211838e-01
   8.11457857e-02 -4.27479684e-01  3.71802449e-01  2.93185353e-01
  -4.66981083e-01 -5.37790835e-01 -2.67574012e-01  5.73728323e-01
  -6.77836165e-02 -2.86550790e-01 -4.82996970e-01 -1.46014616e-01
   9.39807072e-02 -4.24341768e-01  4.06648844e-01  8.77360404e-02
  -4.03222889e-02 -3.04524124e-01  2.54049420e+00 -3.89793187e-01
  -6.00175738e-01 -1.95343271e-01  9.30237025e-02 -5.07391728e-02
  -8.12752396e-02  1.55381590e-01  5.24138391e-01  4.22901273e-01
   4.81451929e-01  3.28976035e-01  4.59651798e-01  1.97678700e-01
   4.26258236e-01 -6.11158073e-01  1.99555203e-01 -2.20466498e-02
   3.16207528e-01 -1.02096377e-02  1.64199635e-01  8.84566545e-01
   2.09183499e-01  4.19247061e-01 -3.12777847e-01  1.20406263e-01
   8.87582824e-03  1.63324192e-01 -9.51907098e-01  1.24365047e-01
  -1.67289838e-01 -9.35783014e-02 -2.47790050e-02  3.77759665e-01
  -7.18321279e-03  1.97036266e-02 -1.04502368e+00 -9.40947141e-03
   1.99862882e-01  2.47267634e-02  5.17218292e-01 -7.46267885e-02
  -1.91641286e-01 -6.32991046e-02  1.49587274e-01  4.69311506e-01
   2.42307074e-02 -1.79727092e-01  8.86590853e-02  2.50397235e-01
   3.30953360e-01 -4.69771493e-03 -6.99728131e-01 -9.00264606e-02
   7.60659516e-01  5.37832081e-01 -2.94628084e-01  4.24318351e-02
  -1.25197902e-01 -3.30806792e-01  1.66171312e-01 -5.46530902e-01
  -2.05664396e-01  3.65695506e-01 -1.24107771e-01  1.55945092e-01
   3.24103564e-01 -7.33969733e-02  3.55966866e-01 -2.72599846e-01
  -3.22323680e-01 -1.98163390e-01  4.67317067e-02  4.74791348e-01
   1.09245107e-01  2.41908237e-01 -6.05431616e-01  1.03059754e-01
   1.24470435e-01 -3.95517871e-02  3.10639352e-01  1.05972998e-01
   1.28626943e-01 -9.12297666e-02  1.22506231e-01 -4.01340365e-01
   2.18145058e-01  1.74749404e-01 -3.35755020e-01  3.76984626e-01
   9.65464339e-02 -2.84710944e-01  8.23011279e-01  7.09144771e-02
   7.37702250e-01  6.95845410e-02 -3.24338265e-02  4.89047647e-01
  -8.73761252e-02 -1.83007851e-01  3.75527769e-01  4.92351681e-01
  -9.42505449e-02 -6.87374100e-02 -1.97757736e-01  1.61370307e-01
  -1.18719101e+00 -3.20196301e-01 -2.89342403e-02  2.14700669e-01
   3.56515855e-01 -2.58605272e-01 -5.70135713e-01 -2.46079117e-01
  -4.90813583e-01  1.08849809e-01 -1.11233629e-01 -4.25275445e-01
  -1.77090988e-01 -6.22093379e-01  5.45312166e-01 -2.72126887e-02
  -3.26285303e-01 -9.65620950e-02 -4.16322231e-01  2.47493297e-01
   1.81602016e-01 -3.41938257e-01 -6.83400780e-02  1.05485976e-01
   7.76433299e-05  7.88814902e-01 -4.12037998e-01 -3.68249089e-01
   7.82987773e-02  3.32817584e-01  1.09444194e-01  3.20783824e-01
   9.17549282e-02 -4.06710356e-01 -5.72706103e-01 -3.58597130e-01
   2.14906380e-01 -8.78035128e-02  7.57512867e-01 -3.67731869e-01
  -1.42640948e-01  3.25762242e-01 -1.30084559e-01  1.97456300e-01
   3.95543426e-01 -4.03940171e-01 -2.11757869e-02 -1.37332603e-01
   1.50163472e-01 -4.32759933e-02  8.25140029e-02 -1.47123933e-01
  -3.00093561e-01 -7.30946839e-01  1.07288167e-01 -1.18007302e-01
  -3.50008547e-01 -4.74833623e-02 -5.68411015e-02  2.53378302e-01
  -1.40340090e-01 -7.74467411e-03  4.58253771e-01  2.43475795e-01
  -8.32254350e-01  2.17844680e-01 -1.01750158e-01  3.21045309e-01
   4.97882813e-01 -1.12466186e-01 -1.40603855e-01 -9.07006264e-02
   2.57857829e-01 -2.91028678e-01 -1.39172729e-02  1.28301978e-01
  -2.00482517e-01  1.95702672e-01  2.38069743e-01  2.45405063e-01
   2.46817723e-01  5.00716627e-01 -1.09046780e-01 -6.46941587e-02
  -2.59928018e-01 -1.55316368e-01 -7.63642132e-01 -5.44464529e-01
   2.54721105e-01 -3.54227692e-01 -9.68157053e-02 -3.15867543e-01
  -1.56565756e-01 -1.09341249e-01  2.69764662e-01 -4.02712263e-02
  -1.90942869e-01  8.68770033e-02  2.43027490e-02 -2.68821895e-01
   6.53597951e-01  1.21435240e-01  8.08522224e-01  2.65182287e-01
  -4.78956670e-01  4.96003665e-02  1.58019990e-01 -3.81202400e-01
   3.71110171e-01 -1.42060563e-01  2.25048974e-01 -3.98085386e-01
   1.17376581e-01 -1.69545077e-02  2.39283927e-02  6.13350034e-01
  -3.25555712e-01 -5.26452482e-01  2.27845371e-01 -1.68488577e-01
   4.89529707e-02  1.79914922e-01 -5.79771847e-02 -4.88308758e-01
  -2.69583493e-01 -1.52038693e-01 -2.31485203e-01 -2.27937579e-01
  -2.77657241e-01 -2.63110489e-01 -4.41984981e-02 -1.08093806e-01
   4.30835336e-02  2.96621695e-02 -6.33059591e-02 -3.26361954e-01
   9.86068696e-02  1.89633623e-01 -9.21524316e-02 -3.13490719e-01
  -3.33884388e-01  2.89834380e-01 -9.17681009e-02  8.26138332e-02
  -1.66651487e-01  4.59858358e-01  3.87308113e-02  1.43022928e-02]]"
Albania,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Flag_of_Albania.svg/220px-Flag_of_Albania.svg.png,"[[ 6.71527684e-02 -5.63775077e-02 -1.92624673e-01 -5.24819553e-01
  -2.92087734e-01 -2.88718849e-01  1.96951613e-01  2.92538464e-01
  -1.36789903e-01  1.34008437e-01  1.49366856e-01 -1.88711062e-01
   3.10249895e-01  4.23429273e-02  2.88247406e-01  2.44933575e-01
   1.26841414e+00 -7.82931149e-02  2.98927605e-01  3.83765250e-02
   3.05126995e-01 -5.56416214e-01 -1.86024651e-01  3.38815302e-01
   1.56636104e-01  4.92525607e-01 -4.10194665e-01  3.34821977e-02
   4.82121110e-02 -1.06935427e-01 -6.27632067e-02  3.64867568e-01
   1.62140414e-01 -7.53198937e-02 -4.30044830e-01 -1.54322237e-01
  -1.62077606e-01 -3.43020201e-01  2.71200001e-01 -6.52500272e-01
   7.38400668e-02  1.84026718e-01 -6.34185225e-02 -6.84135914e-01
   2.05160782e-01  9.73740757e-01  3.49925429e-01 -5.05325675e-01
  -2.44628891e-01 -1.78565145e-01 -1.53888568e-01 -6.23512328e-01
   2.11185232e-01  4.22926694e-02 -6.40636962e-03  9.15918127e-02
   1.20532185e-01 -3.94929886e-01  2.06477493e-01 -1.83930591e-01
   4.78053331e-01  1.26237318e-01 -2.45754287e-01 -2.49642536e-01
  -3.29878211e-01 -4.62703556e-01  3.06432605e-01 -1.31812489e+00
  -4.88343507e-01 -5.58526516e-01 -1.17814407e-01 -3.01670879e-01
  -3.16325128e-01 -3.90786767e-01 -4.07396667e-02 -1.40276253e-01
  -2.97487229e-01 -2.61498064e-01 -1.78393632e-01 -5.38592219e-01
  -1.31211206e-01  3.52864116e-02  8.48821253e-02 -2.90835202e-01
  -2.21906547e-02  9.88991559e-01 -1.35328889e+00 -1.53703481e-01
   4.00568455e-01 -9.15471554e-01  1.17257208e-01  7.95061793e-03
  -5.93747282e+00  8.03067267e-01  2.83581078e-01 -7.15462267e-01
  -3.43614340e-01 -2.71596551e-01  2.29063526e-01 -7.22977221e-01
  -3.09751093e-01 -3.75459939e-01  3.74838322e-01  5.22206306e-01
   6.47786856e-01  9.86952782e-02 -1.78867197e+00  6.07603252e-01
  -5.14559411e-02 -2.00126559e-01  2.18518123e-01 -3.69366109e-01
  -2.81688035e-01 -1.69431105e-01 -2.97786333e-02 -1.56957746e-01
  -1.05059050e-01  4.55970705e-01 -1.40377641e-01  3.49486805e-02
   9.48112383e-02  7.58414328e-01  4.42348212e-01  2.69178063e-01
  -2.98716202e-02  1.59149081e-01 -7.41217881e-02  9.06457677e-02
  -4.64548379e-01  1.65277764e-01  4.38049942e-01  3.35165083e-01
  -5.13601303e-01  8.84188354e-01  4.15549129e-01  4.78051811e-01
   1.84272870e-01 -3.18224967e-01 -2.61482209e-01  4.02042195e-02
   4.96462435e-01 -2.18899086e-01  6.63210154e-01  3.84163973e-03
  -5.34380913e-01  1.16816156e-01 -3.38044882e-01 -7.94349611e-02
  -2.90159509e-02 -4.23189312e-01  1.77102849e-01 -1.88146964e-01
   3.51295248e-03 -4.38772468e-03  3.64265621e-01 -4.70342070e-01
  -3.08310628e-01  2.72435248e-02 -3.29607159e-01  5.32837324e-02
  -1.40209571e-01 -2.29451269e-01 -5.57011187e-01 -7.23202825e-02
  -2.96452910e-01 -2.07663756e-02  1.83741391e+00 -4.52148914e-01
   1.85528118e-02  1.10753393e-02 -5.57292402e-01 -2.68260092e-01
  -1.26504794e-01 -7.25117847e-02 -2.59948671e-01 -1.94629252e-01
  -8.14028919e-01 -1.44825220e-01  5.29523849e-01 -3.90441954e-01
  -5.56600511e-01 -3.50789011e-01  4.00341183e-01 -3.17191601e-01
  -1.69835314e-01 -1.26086250e-01  6.20619506e-02 -4.90366697e-01
  -9.97221246e-02  2.69187599e-01  5.13049185e-01  5.99066950e-02
   1.60142407e-01 -1.94995731e-01  7.68461883e-01 -3.54272157e-01
  -1.83264747e-01  2.60601640e-01  3.99750680e-01  1.45758867e-01
   4.76416290e-01  3.59502643e-01 -1.40670553e-01 -2.49347121e-01
  -9.06306878e-02  5.76999962e-01 -6.66566938e-02 -1.78541332e-01
  -9.63955149e-02  5.55809028e-02  5.34719288e-01  8.76375079e-01
  -9.98455137e-02  2.16636986e-01 -2.56585836e-01 -1.85180485e-01
   1.09644599e-01 -1.49385825e-01  9.54169810e-01 -1.24026917e-01
   2.23211303e-01  1.19931221e-01  3.30020696e-01 -3.61411780e-01
  -3.33236575e-01  1.65766343e-01  4.09447253e-01 -3.80218476e-01
   2.19873600e-02  1.59975961e-01  2.93597221e-01  3.77710581e-01
   2.78636664e-01 -5.22072196e-01 -1.31529003e-01  2.26825193e-01
   5.88718392e-02 -1.76318139e-01  9.05138813e-03 -1.68796882e-01
  -4.96769279e-01 -1.91218942e-01  1.38190284e-01 -2.08820049e-02
  -3.47356051e-01 -4.94813114e-01 -2.59092152e-01  1.09347820e-01
  -2.31720880e-01 -1.91185638e-01 -6.54870644e-02  6.16612136e-01
   1.96181551e-01  1.44664809e-01  1.31217718e-01 -4.15092381e-03
  -5.15224695e-01 -6.38786733e-01  3.73592049e-01 -1.34428777e-03
   4.78429981e-02  5.78963198e-02 -6.03105128e-01  3.98218751e-01
   1.13118082e-01  1.10691354e-01  7.96959549e-02 -8.33056569e-02
  -2.45118816e-03  3.76922935e-01 -1.86119780e-01 -1.61300570e-01
   1.18376873e-01 -2.46521279e-01  6.56265095e-02 -1.55597553e-01
  -1.44891351e-01 -3.37399989e-01  1.59979090e-01  2.72216618e-01
  -2.09793672e-02  3.48207593e-01 -4.43489373e-01  2.66444683e-01
   1.11104310e-01 -4.35025170e-02 -2.19210997e-01 -9.15738009e-03
   1.15697168e-01  3.09171885e-01  4.68418710e-02  2.23628402e-01
  -1.23381838e-01 -2.39675149e-01 -3.37678850e-01  2.38494560e-01
  -4.05889302e-01 -2.44441126e-02 -2.06116326e-02 -1.07952088e-01
  -7.50779212e-02  7.95515329e-02 -2.03006983e-01  6.32731020e-01
  -5.15976489e-01 -6.86398208e-01 -4.69599843e-01  9.68766659e-02
   1.10048644e-01 -3.56856555e-01 -5.24762571e-01  2.73797125e-01
   8.82246077e-01  3.68046105e-01 -9.99702290e-02 -3.23163942e-02
   8.27496499e-02 -2.30815277e-01 -7.27814138e-02 -8.64815235e-01
   5.63844502e-01  1.40147579e+00 -1.71225090e-02  4.28469246e-03
   1.88162953e-01 -5.03521204e-01 -5.68474736e-03  6.66365996e-02
  -1.59164935e-01 -8.11542645e-02 -8.50388557e-02  8.13974977e-01
  -2.39244297e-01  2.53657904e-02 -8.97353888e-01  2.37372108e-02
   3.95803422e-01  4.28747505e-01  1.34592429e-01  2.20402479e-01
   2.29890227e-01 -1.35643810e-01  3.03580225e-01  2.12672323e-01
  -5.05708694e-01  1.54191837e-01  8.56579244e-02  9.51762274e-02
   4.23947610e-02  2.72261798e-01  3.10402602e-01 -4.40082103e-02
   5.26545227e-01 -4.46863890e-01 -1.95529774e-01  4.63158309e-01
   1.28396183e-01 -9.34694290e-01  1.85019031e-01  2.07858384e-01
  -4.57495712e-02 -2.76476413e-01  2.80291766e-01 -2.11419582e-01
  -5.77830493e-01 -2.86724627e-01  3.54131281e-01  5.85237205e-01
   2.03131139e-01 -1.50159940e-01  4.11806285e-01 -4.10281211e-01
  -1.93463728e-01  7.98153877e-02  1.26522198e-01  1.05507575e-01
   3.13518307e-04  3.73032719e-01 -3.42467725e-01  2.13292420e-01
   2.73158044e-01 -9.31087792e-01  1.02544099e-01  1.60084501e-01
  -3.91110837e-01 -4.52179462e-01  3.51976216e-01 -2.96407819e-01
   8.59935805e-02  1.02627563e+00 -8.25718164e-01 -2.56885558e-01
   5.18975139e-01 -1.42642304e-01  2.96494037e-01 -1.01768546e-01
   1.60651311e-01 -6.37928665e-01 -3.14877063e-01 -2.24267393e-01
  -2.67351568e-01 -2.39077806e-01  5.57503343e-01 -1.75853223e-01
  -3.39980513e-01 -1.14199603e-02  5.86437047e-01  2.58544624e-01
  -1.42257750e-01 -4.39869583e-01 -1.14598513e-01  5.38157582e-01
   1.10955268e-01  2.29329430e-02 -3.56153131e-01  3.34911853e-01
   2.85295218e-01 -3.28336835e-01 -5.86099923e-02 -2.71178633e-01
  -1.13183400e-02 -1.58214495e-01 -9.01913345e-02  4.29901510e-01
  -1.58127293e-01  1.53074950e-01 -9.52031612e-02  2.47846529e-01
   4.56601113e-01 -5.34025393e-02 -9.57007036e-02  3.90096515e-01
  -2.99047232e-01 -3.17484260e-01  1.25719443e-01  3.00718844e-01
   2.12304354e-01 -2.88136303e-01  5.05365133e-02  7.05542982e-01
  -1.18033849e-01 -9.25109386e-02 -1.78515792e-01 -2.66298801e-01
   2.17276052e-01  1.39064342e-01 -6.60101175e-01 -2.15367854e-01
  -3.84239763e-01 -4.55742687e-01  4.05936316e-02  2.48492211e-01
   1.95463315e-01  8.85685161e-02  1.05426058e-01 -1.42970458e-01
  -1.57724127e-01  1.72095075e-01  2.36494735e-01 -8.25029239e-02
  -5.58353603e-01  1.02268621e-01  3.45880955e-01 -7.95004144e-02
   6.89426064e-01 -7.17689246e-02  1.15977442e+00  3.34350616e-01
  -2.81807244e-01  1.67332157e-01  4.49263722e-01  2.32953399e-01
   3.31378937e-01 -2.90793121e-01  3.17349494e-01 -4.85068597e-02
  -2.08091080e-01  1.02671288e-01 -1.38315871e-01  3.76534164e-02
  -3.72447044e-01 -7.47541547e-01 -1.34817988e-03  5.52596331e-01
  -3.93714607e-02 -2.87926029e-02  7.07326904e-02  3.37752439e-02
  -1.51383936e-01 -3.22071999e-01 -1.43422827e-01 -2.20938385e-01
  -7.48871565e-02 -4.08962071e-01 -3.02505463e-01  2.32110202e-01
  -2.25962818e-01 -8.55409950e-02  4.61436868e-01  3.25363159e-01
   2.24886000e-01 -4.50055748e-01 -8.87430236e-02 -6.10471442e-02
  -5.25891304e-01  3.62285316e-01 -3.84439528e-01  2.19062209e-01
  -4.14596908e-02  3.53323609e-01  2.55179226e-01 -1.42535061e-01]]"
